StationId,Date,ObservationType,TemperatureMin(F),TemperatureMax(F),RelativeHumidityMin(%),RelativeHumidityMax(%),Precipitation24hr(in),WindSpeedMax(mph),GustSpeedMax(mph),GustDirection(degrees),GustDirectionMaxTime(hh),MaxSolarRadiation(W/m2),DailySnowFlag
180303,2025-06-03,O,47,81,37,100,0.00,1,8,164,15,760,0
180335,2025-06-03,O,60,80,38,90,0.00,9,14,253,8,900,0
182002,2025-06-03,O,56,83,36,95,0.00,6,10,181,16,863,0
192101,2025-06-03,O,46,81,21,100,0.00,4,14,204,12,864,0
200504,2025-06-03,O,50,73,54,99,0.96,5,14,169,0,92,0
202010,2025-06-03,O,63,84,42,97,0.21,8,27,157,17,761,0
202301,2025-06-03,O,63,89,35,54,0.00,18,28,207,17,762,0
203001,2025-06-03,O,56,85,46,68,0.00,14,27,255,16,767,0
203802,2025-06-03,O,47,85,38,88,0.00,16,37,195,15,835,0
204201,2025-06-03,O,46,85,42,99,0.00,7,20,265,15,711,0
210301,2025-06-03,O,43,74,23,98,0.00,9,21,289,16,288,0
210801,2025-06-03,O,41,73,26,100,0.00,11,24,330,14,906,0
210901,2025-06-03,O,48,72,23,96,0.02,15,25,267,17,717,0
211502,2025-06-03,O,44,73,28,98,0.00,7,17,340,18,737,0
212601,2025-06-03,O,48,73,28,93,0.00,11,21,336,0,667,0
213501,2025-06-03,O,51,74,33,77,0.00,10,21,323,0,815,0
225101,2025-06-03,O,64,90,42,97,0.00,3,9,206,11,801,0
226102,2025-06-03,O,68,89,43,97,0.00,5,13,122,11,853,0
227701,2025-06-03,O,67,90,44,100,0.00,2,7,119,15,699,0
227802,2025-06-03,O,66,90,40,98,0.00,5,13,30,11,847,0
231501,2025-06-03,O,62,83,67,100,1.03,11,33,203,16,724,0
232401,2025-06-03,O,66,89,64,100,3.28,6,28,238,17,694,0
238502,2025-06-03,O,67,84,67,86,0.00,7,20,134,12,806,0
239004,2025-06-03,O,63,87,59,100,0.00,6,10,121,12,768,0
240119,2025-06-03,O,40,57,38,68,0.01,5,16,275,15,454,0
240226,2025-06-03,O,27,60,28,99,0.00,5,17,255,13,724,0
240307,2025-06-03,O,35,58,32,87,0.03,11,20,17,12,390,0
240902,2025-06-03,O,41,67,24,86,0.00,29,37,306,16,787,0
241513,2025-06-03,O,37,65,23,75,0.00,3,15,21,17,707,0
241901,2025-06-03,O,26,54,29,97,0.01,9,18,289,18,573,0
242205,2025-06-03,O,41,69,17,89,0.00,8,17,279,20,809,0
243902,2025-06-03,O,39,65,35,100,0.00,8,13,267,1,968,0
245107,2025-06-03,O,29,40,62,100,0.00,12,18,265,23,589,0
245203,2025-06-03,O,41,64,29,100,0.00,6,15,4,16,1014,0
245409,2025-06-03,O,29,60,18,71,0.00,16,30,280,14,1022,0
245412,2025-06-03,O,31,56,26,83,0.00,16,24,297,17,812,0
245506,2025-06-03,O,30,55,28,88,0.00,8,17,302,14,852,0
250105,2025-06-03,O,43,60,54,96,0.01,9,17,347,13,696,0
252402,2025-06-03,O,49,67,39,90,0.08,15,25,332,2,775,0
260111,2025-06-03,O,42,68,20,51,0.00,14,27,28,16,967,0
260113,2025-06-03,O,60,86,10,27,0.00,17,29,337,1,1013,0
260202,2025-06-03,O,50,80,13,34,0.00,18,27,19,17,1008,0
260310,2025-06-03,O,39,69,15,43,0.00,15,29,328,14,1019,0
260501,2025-06-03,O,48,77,12,27,0.00,15,28,320,12,985,0
260505,2025-06-03,O,50,78,9,30,0.00,21,33,37,21,1062,0
260804,2025-06-03,O,48,76,13,29,0.00,11,25,278,13,1112,0
261408,2025-06-03,O,61,89,16,54,0.00,21,32,213,16,1055,0
261711,2025-06-03,O,70,97,15,65,0.17,25,47,62,20,942,0
270131,2025-06-03,O,38,81,18,100,0.00,4,11,302,11,936,0
280071,2025-06-03,O,49,82,27,99,0.00,6,13,354,14,946,0
280101,2025-06-03,O,47,79,28,100,0.00,3,9,130,22,873,0
290102,2025-06-03,O,49,75,38,100,0.16,10,32,327,15,1012,0
290305,2025-06-03,O,52,81,24,100,0.29,21,39,306,20,986,0
291002,2025-06-03,O,45,65,52,99,0.17,9,22,241,0,936,0
291301,2025-06-03,O,46,74,27,100,0.04,10,26,336,19,989,0
292001,2025-06-03,O,43,85,18,87,0.00,9,21,194,18,915,0
292103,2025-06-03,O,54,90,22,93,0.12,18,35,345,22,1016,0
292504,2025-06-03,O,52,80,31,85,0.00,13,24,232,18,1044,0
293101,2025-06-03,O,69,91,12,56,0.00,15,24,289,3,1002,0
293303,2025-06-03,O,47,71,34,97,0.32,7,14,347,20,797,0
300011,2025-06-03,O,40,81,28,98,0.00,6,12,165,13,917,0
300971,2025-06-03,O,47,78,34,67,0.00,14,24,196,23,839,0
313302,2025-06-03,O,53,84,39,100,0.00,7,15,116,14,910,0
313402,2025-06-03,O,50,79,48,98,0.00,3,12,247,12,964,0
317801,2025-06-03,O,55,84,35,100,0.00,5,13,119,15,889,0
319402,2025-06-03,O,49,85,38,100,0.00,6,14,143,15,873,0
323536,2025-06-03,O,50,73,19,83,0.00,17,31,317,16,718,0
336001,2025-06-03,O,48,86,30,100,0.00,4,11,262,13,928,0
347701,2025-06-03,O,70,89,53,93,0.04,6,18,164,17,832,0
351319,2025-06-03,O,44,61,31,54,0.00,10,19,294,13,992,0
351909,2025-06-03,O,36,68,29,98,0.00,6,21,265,15,957,0
352109,2025-06-03,O,43,69,23,64,0.00,15,27,273,19,983,0
352208,2025-06-03,O,39,62,28,56,0.00,12,20,293,11,990,0
352330,2025-06-03,O,36,66,27,62,0.00,5,18,329,13,948,0
352416,2025-06-03,O,37,67,22,70,0.00,16,31,328,11,972,0
352553,2025-06-03,O,44,73,34,85,0.00,3,10,0,11,982,0
352711,2025-06-03,O,38,64,28,67,0.00,4,13,254,14,961,0
352813,2025-06-03,O,42,65,51,100,0.00,11,24,342,4,955,0
352916,2025-06-03,O,53,82,22,72,0.00,11,26,334,17,969,0
353040,2025-06-03,O,45,82,23,68,0.00,5,19,270,15,923,0
353044,2025-06-03,O,43,72,31,79,0.00,7,21,35,10,982,0
353213,2025-06-03,O,45,68,31,65,0.00,14,26,355,19,1034,0
353230,2025-06-03,O,47,80,23,60,0.00,13,26,310,16,981,0
353342,2025-06-03,O,39,74,20,80,0.00,5,18,273,14,998,0
353428,2025-06-03,O,34,71,20,72,0.00,17,27,328,18,1058,0
353501,2025-06-03,O,27,67,25,83,0.00,7,16,61,11,985,0
353520,2025-06-03,O,43,70,18,48,0.00,15,31,6,14,1032,0
353522,2025-06-03,O,41,65,24,50,0.00,13,25,318,13,956,0
353524,2025-06-03,O,39,60,30,51,0.00,17,30,18,22,966,0
353618,2025-06-03,O,50,78,15,41,0.00,15,26,346,18,979,0
360131,2025-06-03,O,44,82,30,100,0.00,5,13,122,12,879,0
360272,2025-06-03,O,53,76,33,60,0.00,5,14,134,13,907,0
360991,2025-06-03,O,45,82,32,98,0.00,2,9,164,14,765,0
361002,2025-06-03,O,43,81,27,96,0.00,6,13,161,16,922,0
361071,2025-06-03,O,44,79,29,95,0.00,5,11,214,16,759,0
380102,2025-06-03,O,63,85,50,91,0.00,1,5,95,12,935,0
384101,2025-06-03,O,66,86,47,100,0.00,6,19,153,13,824,0
391201,2025-06-03,O,42,69,29,96,0.00,15,24,332,11,958,0
392606,2025-06-03,O,44,59,44,88,0.01,6,13,44,10,913,0
400902,2025-06-03,O,57,87,44,100,0.00,1,12,94,12,877,0
402102,2025-06-03,O,65,88,45,97,0.00,3,11,359,11,820,0
407102,2025-06-03,O,58,83,48,100,0.00,4,16,155,23,917,0
408901,2025-06-03,O,63,89,43,100,0.00,2,9,85,12,38,0
412101,2025-06-03,O,73,88,52,91,0.00,15,24,151,14,916,0
415501,2025-06-03,O,75,91,59,92,0.01,11,22,132,13,828,0
416099,2025-06-03,O,74,87,67,97,0.00,16,25,138,17,726,0
416601,2025-06-03,O,70,91,59,100,0.00,7,23,190,16,762,0
417701,2025-06-03,O,69,88,52,97,0.35,15,25,143,0,869,0
417901,2025-06-03,O,74,87,60,94,0.11,15,26,179,12,902,0
417902,2025-06-03,O,77,91,54,94,0.01,8,20,175,12,724,0
417903,2025-06-03,O,74,88,60,98,0.04,12,26,160,20,864,0
418301,2025-06-03,O,77,88,66,89,0.00,15,22,122,10,627,0
418502,2025-06-03,O,81,93,64,87,0.00,,,,,858,0
418801,2025-06-03,O,53,73,51,100,0.00,20,32,24,13,1073,0
419401,2025-06-03,O,69,93,36,96,0.03,17,33,228,11,964,0
420403,2025-06-03,O,47,73,20,59,0.00,5,13,219,12,1031,0
420703,2025-06-03,O,27,62,22,80,0.00,7,24,287,17,908,0
420911,2025-06-03,O,51,74,14,32,0.00,13,22,333,16,1027,0
421307,2025-06-03,O,49,66,18,30,0.00,19,37,231,16,987,0
421702,2025-06-03,O,36,61,22,99,0.00,4,19,229,10,1001,0
421805,2025-06-03,O,44,74,18,78,0.00,6,19,241,14,987,0
422102,2025-06-03,O,50,82,9,97,0.00,22,36,204,13,937,0
422203,2025-06-03,O,52,82,13,77,0.00,11,19,12,13,1013,0
422604,2025-06-03,O,43,71,19,96,0.00,8,23,244,15,1072,0
422606,2025-06-03,O,49,74,12,68,0.00,4,16,3,5,1056,0
422609,2025-06-03,O,42,70,21,98,0.03,14,28,338,16,914,0
422711,2025-06-03,O,47,73,19,100,0.01,13,24,317,14,1085,0
422806,2025-06-03,O,65,86,23,58,0.00,17,27,283,18,1009,0
422903,2025-06-03,O,47,70,22,84,0.00,6,15,305,13,910,0
449905,2025-06-03,O,58,79,37,97,0.00,7,17,137,14,922,0
450131,2025-06-03,O,48,70,40,96,0.00,4,11,6,11,931,0
450321,2025-06-03,O,44,66,54,99,0.01,6,14,328,17,1077,0
451209,2025-06-03,O,43,67,45,100,0.00,13,24,241,22,1006,0
451809,2025-06-03,O,39,73,31,96,0.00,3,14,352,14,907,0
451917,2025-06-03,O,42,74,20,67,0.00,7,23,294,17,929,0
452001,2025-06-03,O,44,61,37,56,0.00,10,17,342,1,704,0
452919,2025-06-03,O,51,68,26,37,0.00,9,20,53,10,876,0
453803,2025-06-03,O,47,63,28,43,0.00,11,21,300,12,959,0
463802,2025-06-03,O,51,91,28,80,0.00,4,9,219,10,1027,0
464302,2025-06-03,O,49,89,30,98,0.00,4,14,259,16,939,0
470202,2025-06-03,O,53,64,77,99,0.45,5,14,314,3,375,0
471901,2025-06-03,O,54,79,58,100,0.71,19,28,149,14,551,0
472801,2025-06-03,O,55,71,75,100,0.95,6,15,357,12,91,0
473402,2025-06-03,O,59,81,52,95,0.28,11,29,230,18,571,0
473901,2025-06-03,O,55,77,63,96,0.74,7,15,328,14,338,0
476002,2025-06-03,O,59,80,63,94,0.36,12,35,250,16,458,0
476201,2025-06-03,O,60,81,61,100,0.91,17,28,221,15,646,0
480101,2025-06-03,O,42,63,23,77,0.00,5,14,257,19,926,0
480403,2025-06-03,O,29,44,55,98,0.12,11,18,205,12,825,0
480605,2025-06-03,O,39,56,41,100,0.00,6,15,295,10,751,0
480707,2025-06-03,O,39,59,26,81,0.00,8,21,273,16,875,0
481903,2025-06-03,O,33,53,42,90,0.07,19,27,66,0,767,0
496028,2025-06-03,O,49,67,38,99,0.00,8,15,324,16,861,0
500218,2025-06-03,O,38,57,51,91,0.09,11,179,7,11,29,0
500219,2025-06-03,O,40,55,48,94,0.03,9,198,10,19,29,0
500414,2025-06-03,O,48,62,27,62,0.00,5,16,269,21,444,0
500418,2025-06-03,O,45,69,35,99,0.09,4,15,292,18,490,0
500423,2025-06-03,O,42,67,30,88,0.00,7,22,141,18,540,0
500726,2025-06-03,O,44,65,23,62,0.00,12,23,316,18,652,0
500742,2025-06-03,O,35,68,21,97,0.03,9,22,123,14,712,0
500751,2025-06-03,O,47,56,30,48,0.00,25,46,37,16,542,0
500758,2025-06-03,O,46,65,26,73,0.00,15,22,203,23,567,0
500760,2025-06-03,O,42,62,26,84,0.09,9,24,309,20,601,0
500902,2025-06-03,O,42,47,61,93,0.17,8,19,45,4,275,0
500939,2025-06-03,O,42,52,49,98,0.04,4,15,159,16,111,0
500966,2025-06-03,O,42,50,83,99,0.47,2,9,198,15,264,0
520100,2025-06-03,O,82,88,66,86,0.02,6,17,90,23,837,0
10402,2025-06-04,O,66,88,45,93,0.00,7,22,124,18,754,0
10702,2025-06-04,O,64,87,54,98,0.00,3,12,107,18,817,0
16703,2025-06-04,O,74,90,60,96,0.00,4,11,145,10,952,0
20114,2025-06-04,O,52,67,37,69,0.00,7,21,231,14,941,0
20211,2025-06-04,O,45,64,58,87,0.02,8,16,84,23,655,0
20224,2025-06-04,O,47,74,33,96,0.31,11,83,70,20,871,0
20401,2025-06-04,O,47,69,25,91,0.00,10,26,197,12,1020,0
21008,2025-06-04,O,68,90,18,63,0.00,14,24,302,16,1039,0
21503,2025-06-04,O,70,96,23,91,0.50,12,48,86,0,981,0
21504,2025-06-04,O,71,93,19,65,0.00,10,22,234,23,959,0
31404,2025-06-04,O,71,82,66,94,0.07,7,18,200,19,382,0
32101,2025-06-04,O,69,77,83,100,1.28,7,18,190,0,443,0
33001,2025-06-04,O,73,84,62,96,0.03,4,16,161,0,479,0
36502,2025-06-04,O,73,89,54,98,0.63,7,14,194,13,852,0
40203,2025-06-04,O,49,72,27,50,0.00,11,20,253,11,1034,0
40242,2025-06-04,O,53,81,22,53,0.00,6,18,69,11,917,0
40244,2025-06-04,O,47,82,21,69,0.00,11,18,69,9,995,0
40247,2025-06-04,O,42,75,22,70,0.00,8,16,246,11,978,0
40302,2025-06-04,O,46,71,23,59,0.00,12,19,56,2,998,0
40313,2025-06-04,O,38,69,17,77,0.00,8,15,307,13,1044,0
40402,2025-06-04,O,55,79,30,59,0.00,5,12,359,5,958,0
40404,2025-06-04,O,56,77,30,56,0.00,8,17,84,1,909,0
40423,2025-06-04,O,48,82,36,96,0.00,3,13,135,14,944,0
40501,2025-06-04,O,55,94,17,62,0.00,5,21,324,16,1024,0
40518,2025-06-04,O,57,81,15,44,0.00,16,27,303,1,1005,0
40632,2025-06-04,O,67,88,16,39,0.00,14,24,324,23,886,0
40703,2025-06-04,O,35,75,21,81,0.00,5,14,225,15,993,0
40725,2025-06-04,O,37,70,16,74,0.00,11,22,263,13,1025,0
40728,2025-06-04,O,46,79,13,49,0.00,11,17,337,18,1007,0
40731,2025-06-04,O,40,76,17,62,0.00,3,11,285,13,1007,0
41001,2025-06-04,O,51,85,29,96,0.00,15,23,345,14,981,0
41101,2025-06-04,O,61,82,14,35,0.00,4,9,26,7,1002,0
41201,2025-06-04,O,61,94,13,82,0.00,8,24,236,13,949,0
42108,2025-06-04,O,53,80,26,87,0.00,19,27,239,15,956,0
42202,2025-06-04,O,68,98,11,61,0.00,9,20,346,12,933,0
42308,2025-06-04,O,48,77,41,97,0.00,9,18,275,16,996,0
42601,2025-06-04,O,60,80,28,56,0.00,4,10,142,12,1052,0
42603,2025-06-04,O,61,82,28,64,0.00,5,13,80,5,985,0
42612,2025-06-04,O,56,93,19,85,0.00,9,17,206,12,914,0
42616,2025-06-04,O,35,73,23,100,0.00,5,12,216,18,1024,0
43008,2025-06-04,O,61,81,28,57,0.00,22,30,337,15,952,0
43010,2025-06-04,O,50,77,40,97,0.00,17,23,226,16,937,0
43211,2025-06-04,O,58,87,31,77,0.00,9,15,284,12,987,0
43212,2025-06-04,O,58,74,26,69,0.00,6,14,271,17,981,0
43407,2025-06-04,O,62,89,17,59,0.00,29,38,245,19,974,0
43702,2025-06-04,O,45,74,19,61,0.00,19,36,247,15,1004,0
43708,2025-06-04,O,55,83,12,43,0.00,15,34,221,14,1077,0
43809,2025-06-04,O,58,75,16,62,0.00,6,12,51,11,992,0
44207,2025-06-04,O,61,87,26,59,0.00,3,9,329,2,992,0
44301,2025-06-04,O,48,92,20,96,0.00,9,17,95,14,920,0
44302,2025-06-04,O,51,64,71,99,0.00,5,11,205,12,850,0
44303,2025-06-04,O,49,95,12,99,0.00,16,27,344,16,878,0
44523,2025-06-04,O,69,89,17,41,0.00,7,18,70,14,1036,0
44701,2025-06-04,O,64,96,21,63,0.00,8,16,226,12,985,0
44722,2025-06-04,O,40,68,30,94,0.00,5,15,257,15,1069,0
44730,2025-06-04,O,52,68,25,55,0.00,19,27,269,18,1071,0
44901,2025-06-04,O,60,81,33,63,0.00,11,18,348,0,922,0
45009,2025-06-04,O,49,71,36,81,0.00,13,19,330,21,1021,0
45023,2025-06-04,O,53,75,24,71,0.00,25,34,293,18,864,0
45102,2025-06-04,O,42,75,33,89,0.00,4,13,296,13,1014,0
45125,2025-06-04,O,58,75,36,48,0.00,16,26,177,14,1116,0
45134,2025-06-04,O,59,89,19,72,0.00,14,28,223,16,974,0
45401,2025-06-04,O,54,72,35,59,0.00,4,9,247,2,1042,0
45438,2025-06-04,O,52,82,37,97,0.00,14,20,225,10,888,0
45442,2025-06-04,O,57,76,52,100,0.01,9,18,176,14,874,0
45509,2025-06-04,O,57,63,83,100,0.00,10,15,258,15,487,0
45601,2025-06-04,O,53,77,46,100,0.02,15,22,254,14,957,0
45616,2025-06-04,O,52,82,35,99,0.01,7,20,280,15,901,0
45617,2025-06-04,O,57,79,44,100,0.02,11,16,292,14,841,0
45735,2025-06-04,O,58,68,77,100,0.01,10,14,230,15,336,0
45744,2025-06-04,O,53,73,64,100,0.02,12,20,243,13,1003,0
50510,2025-06-04,O,49,69,46,91,0.00,21,26,72,15,1005,0
52001,2025-06-04,O,42,62,47,100,0.01,10,22,96,14,1001,0
52301,2025-06-04,O,50,72,41,85,0.02,12,28,170,17,930,0
53806,2025-06-04,O,43,67,32,97,0.17,11,29,169,12,910,0
53905,2025-06-04,O,38,58,42,100,0.51,8,19,317,15,801,0
55305,2025-06-04,O,36,55,33,99,0.07,10,23,40,12,806,0
55504,2025-06-04,O,41,65,42,99,0.00,14,27,16,15,814,0
55601,2025-06-04,O,40,58,58,100,0.19,13,32,31,13,888,0
55807,2025-06-04,O,37,50,66,100,0.74,10,21,255,12,798,0
55905,2025-06-04,O,38,58,49,100,0.16,7,24,209,13,657,0
56005,2025-06-04,O,40,63,32,89,0.03,16,30,226,14,768,0
56203,2025-06-04,O,44,65,58,100,0.49,7,23,181,10,902,0
80802,2025-06-04,O,70,86,57,98,0.00,5,11,76,9,602,0
85301,2025-06-04,O,72,85,71,98,0.14,18,45,209,12,608,0
85801,2025-06-04,O,71,83,72,96,0.63,0,0,50,0,624,0
90201,2025-06-04,O,67,82,56,96,0.00,9,23,106,19,953,0
90701,2025-06-04,O,60,75,62,95,0.16,5,13,62,20,922,0
94301,2025-06-04,O,66,82,72,98,0.27,2,9,133,11,626,0
95501,2025-06-04,O,69,82,67,93,0.30,13,22,119,15,836,0
95701,2025-06-04,O,71,79,67,96,0.75,10,21,114,11,443,0
97701,2025-06-04,O,73,79,87,98,2.23,9,24,112,10,390,0
98401,2025-06-04,O,73,89,52,99,0.39,12,18,90,17,717,0
100101,2025-06-04,O,42,75,25,83,0.00,9,17,184,14,917,0
101221,2025-06-04,O,35,57,26,58,0.00,9,17,109,8,809,1
101801,2025-06-04,O,27,65,21,82,0.00,6,13,45,2,851,0
101905,2025-06-04,O,44,70,17,47,0.00,14,21,48,0,1030,0
102004,2025-06-04,O,36,62,27,66,0.00,10,20,345,0,1036,0
103207,2025-06-04,O,39,72,16,59,0.00,11,24,330,15,1037,0
103704,2025-06-04,O,39,68,29,72,0.00,3,15,307,2,1071,0
104006,2025-06-04,O,35,70,15,63,0.00,8,20,337,13,968,0
109703,2025-06-04,O,58,65,89,100,0.00,8,16,337,21,363,0
119701,2025-06-04,O,68,86,57,96,0.58,5,14,216,13,705,0
120201,2025-06-04,O,56,76,59,100,1.12,7,19,191,0,187,0
127301,2025-06-04,O,66,85,49,97,0.00,11,20,217,9,839,0
154801,2025-06-04,O,66,87,36,87,0.00,7,14,206,10,878,0
159501,2025-06-04,O,66,89,44,91,0.00,6,12,209,9,846,0
168541,2025-06-04,O,70,90,56,97,0.00,4,14,97,14,764,0
180303,2025-06-04,O,53,90,45,100,0.00,3,9,134,15,919,0
180335,2025-06-04,O,61,75,63,97,0.00,13,18,210,17,887,0
182002,2025-06-04,O,65,82,53,89,0.00,13,23,185,17,930,0
192101,2025-06-04,O,49,85,33,98,0.00,6,16,128,15,751,0
200504,2025-06-04,O,43,76,23,100,0.00,8,19,272,12,856,0
202010,2025-06-04,O,51,66,64,100,0.77,5,14,286,0,805,0
202301,2025-06-04,O,49,75,47,96,0.22,13,28,184,0,627,0
203001,2025-06-04,O,52,76,58,92,0.24,10,22,244,4,441,0
203802,2025-06-04,O,52,75,44,96,0.13,10,20,233,0,852,0
204201,2025-06-04,O,55,78,53,100,0.31,8,19,206,1,439,0
210301,2025-06-04,O,46,73,19,75,0.00,11,30,253,15,302,0
210801,2025-06-04,O,38,73,24,95,0.00,11,20,269,14,826,0
210901,2025-06-04,O,45,75,27,83,0.00,9,21,217,15,891,0
211502,2025-06-04,O,35,76,23,100,0.00,7,23,281,16,888,0
212601,2025-06-04,O,41,76,22,97,0.00,13,36,267,15,813,0
213501,2025-06-04,O,43,79,21,90,0.00,8,29,262,13,894,0
225101,2025-06-04,O,67,93,46,97,0.00,2,7,163,8,821,0
226102,2025-06-04,O,71,92,45,96,0.00,4,10,93,1,812,0
227701,2025-06-04,O,70,91,51,100,0.00,2,6,192,13,575,0
227802,2025-06-04,O,70,91,49,98,1.62,3,16,19,20,757,0
231501,2025-06-04,O,59,68,82,100,0.06,6,13,1,12,444,0
232401,2025-06-04,O,64,71,75,100,0.66,3,11,52,13,458,0
238502,2025-06-04,O,68,81,73,100,0.19,4,15,210,12,685,0
239004,2025-06-04,O,70,82,72,100,0.84,4,8,69,11,317,0
240119,2025-06-04,O,40,70,25,73,0.00,6,20,304,15,734,0
240226,2025-06-04,O,28,68,25,99,0.00,4,15,0,16,776,0
240307,2025-06-04,O,36,64,33,88,0.00,8,19,88,14,986,0
240902,2025-06-04,O,49,70,21,65,0.00,9,17,346,12,780,0
241513,2025-06-04,O,36,75,20,89,0.00,3,9,162,10,816,0
241901,2025-06-04,O,28,59,26,96,0.00,6,13,297,15,622,0
242205,2025-06-04,O,46,67,26,74,0.07,10,19,53,12,778,0
243902,2025-06-04,O,47,60,44,63,0.00,8,16,301,7,699,0
244002,2025-06-04,O,49,65,33,77,0.08,11,22,349,17,825,0
245107,2025-06-04,O,31,41,65,100,0.00,13,20,271,6,324,0
245203,2025-06-04,O,43,64,39,81,0.00,10,20,309,13,910,0
245409,2025-06-04,O,29,61,23,72,0.00,11,19,62,14,815,0
245412,2025-06-04,O,33,58,22,71,0.00,13,22,12,15,904,0
245506,2025-06-04,O,30,57,28,84,0.00,9,19,356,13,1091,0
250105,2025-06-04,O,48,63,58,96,0.29,14,20,131,16,557,0
252402,2025-06-04,O,45,65,43,86,0.00,8,15,4,13,640,0
260111,2025-06-04,O,41,69,21,58,0.00,9,20,40,15,972,0
260113,2025-06-04,O,58,84,12,31,0.00,13,23,336,4,1009,0
260202,2025-06-04,O,48,78,12,35,0.00,12,25,28,13,1004,0
260310,2025-06-04,O,37,71,15,50,0.00,11,22,353,12,1012,0
260501,2025-06-04,O,45,74,13,36,0.00,12,24,355,16,984,0
260505,2025-06-04,O,48,76,13,35,0.00,11,22,284,14,1067,0
260804,2025-06-04,O,45,71,14,37,0.00,11,22,264,14,1119,0
261408,2025-06-04,O,58,86,15,53,0.00,13,26,155,14,1024,0
261711,2025-06-04,O,60,95,14,89,0.00,15,26,128,23,932,0
270131,2025-06-04,O,45,89,30,100,0.00,4,10,140,12,730,0
280071,2025-06-04,O,55,86,42,100,0.00,8,16,275,16,941,0
280101,2025-06-04,O,59,87,42,70,0.00,2,7,222,0,944,0
290102,2025-06-04,O,48,66,48,98,0.01,13,27,183,15,714,0
290305,2025-06-04,O,53,72,47,99,0.30,15,44,204,16,926,0
291002,2025-06-04,O,41,60,58,100,0.45,13,34,249,18,986,0
291301,2025-06-04,O,44,57,60,100,0.47,10,18,100,9,772,0
292001,2025-06-04,O,50,80,11,85,0.00,12,27,229,15,921,0
292103,2025-06-04,O,61,89,18,73,0.00,17,35,359,17,1017,0
292504,2025-06-04,O,58,81,10,67,0.00,18,39,184,14,1035,0
293101,2025-06-04,O,60,76,46,70,0.00,16,22,29,4,1001,0
293303,2025-06-04,O,45,63,47,98,0.10,10,22,225,13,855,0
300011,2025-06-04,O,53,88,37,93,0.00,7,14,190,13,954,0
300971,2025-06-04,O,64,86,42,70,0.00,18,33,217,1,929,0
313302,2025-06-04,O,61,83,44,92,0.00,7,16,111,12,879,0
313402,2025-06-04,O,57,77,56,96,0.00,3,10,225,12,925,0
317801,2025-06-04,O,56,85,49,100,0.00,6,19,115,16,843,0
319402,2025-06-04,O,52,83,53,100,0.00,8,16,138,12,814,0
323536,2025-06-04,O,43,76,21,86,0.01,28,47,266,19,807,0
336001,2025-06-04,O,59,87,40,90,0.00,8,17,251,11,852,0
347701,2025-06-04,O,69,84,72,100,0.21,3,14,170,3,432,0
351319,2025-06-04,O,45,64,32,66,0.00,8,15,252,15,830,0
351909,2025-06-04,O,41,67,46,99,0.00,6,16,212,12,984,0
352109,2025-06-04,O,45,70,29,76,0.00,11,19,301,15,956,0
352208,2025-06-04,O,42,64,29,71,0.00,12,21,348,18,1026,0
352330,2025-06-04,O,39,71,19,82,0.00,5,13,318,15,1030,0
352416,2025-06-04,O,38,73,17,81,0.00,8,16,62,12,933,0
352553,2025-06-04,O,49,68,58,96,0.00,2,9,80,16,719,0
352711,2025-06-04,O,39,65,30,81,0.00,4,12,3,13,971,0
352813,2025-06-04,O,44,66,61,100,0.00,9,18,14,22,956,0
352916,2025-06-04,O,53,80,39,75,0.00,12,26,43,14,959,0
353040,2025-06-04,O,47,81,33,78,0.00,4,17,304,16,920,0
353044,2025-06-04,O,48,70,54,96,0.00,8,16,5,16,860,0
353213,2025-06-04,O,44,69,38,85,0.00,12,20,1,18,1033,0
353230,2025-06-04,O,49,80,27,74,0.00,10,20,344,14,979,0
353342,2025-06-04,O,40,73,29,90,0.00,6,15,186,16,1008,0
353428,2025-06-04,O,34,73,21,74,0.00,13,26,344,16,995,0
353501,2025-06-04,O,29,69,25,93,0.00,6,15,266,12,1002,0
353520,2025-06-04,O,44,71,20,59,0.00,10,19,13,15,1026,0
353522,2025-06-04,O,44,67,19,54,0.00,11,19,5,0,969,0
353524,2025-06-04,O,43,62,25,52,0.00,14,21,24,1,975,0
353618,2025-06-04,O,51,82,12,45,0.00,13,20,341,10,966,0
360131,2025-06-04,O,49,91,39,100,0.00,5,13,160,18,852,0
360272,2025-06-04,O,60,84,45,75,0.00,5,15,162,1,962,0
360991,2025-06-04,O,48,91,43,99,0.00,3,8,182,16,829,0
361002,2025-06-04,O,49,86,40,97,0.00,7,16,197,14,979,0
361071,2025-06-04,O,48,86,43,99,0.00,5,14,94,16,832,0
380102,2025-06-04,O,63,79,65,93,0.00,1,5,90,11,568,0
384101,2025-06-04,O,72,79,86,100,1.15,8,19,47,10,228,0
391201,2025-06-04,O,40,72,32,95,0.00,17,26,181,17,845,0
392606,2025-06-04,O,39,62,37,95,0.17,7,14,220,14,755,0
400902,2025-06-04,O,59,87,43,100,0.00,2,11,251,9,793,0
402102,2025-06-04,O,65,88,53,88,0.00,2,10,61,9,663,0
407102,2025-06-04,O,65,83,48,94,0.00,5,14,119,8,918,0
408901,2025-06-04,O,63,87,50,94,0.00,3,9,106,17,24,0
412101,2025-06-04,O,71,86,71,98,3.09,12,19,166,10,790,0
415501,2025-06-04,O,76,92,59,90,0.13,10,18,114,21,847,0
416099,2025-06-04,O,75,87,63,95,0.00,11,17,123,15,800,0
416601,2025-06-04,O,75,90,66,99,0.02,12,20,183,11,638,0
