stationId,stationName,observationTime,NFDRType,fuelModelType,oneHR_TL_FuelMoisture,tenHR_TL_FuelMoisture,hundredHR_TL_FuelMoisture,thousandHR_TL_FuelMoisture,kbdi,gsi,woodyLFI_fuelMoisture,herbaceousLFI_fuelMoisture,ignitionComponent,energyReleaseComponent,spreadComponent,burningIndex
40247,BOLAM,2025-06-08,O,X,3.96,4.33,8.89,10.49,288,0.00,60.00,30.00,58.49,94.82,86.19,187.12
40247,BOLAM,2025-06-08,O,Y,3.96,4.33,8.89,10.49,288,0.00,60.00,30.00,56.89,56.10,3.74,34.74
40247,BOLAM,2025-06-08,O,Z,3.96,4.33,8.89,10.49,288,0.00,60.00,30.00,56.17,113.93,14.44,89.13
40302,BLUE MOUNTAIN,2025-06-08,O,V,3.97,3.99,8.59,10.39,111,0.41,82.28,65.01,56.50,7.63,78.68,57.02
40302,BLUE MOUNTAIN,2025-06-08,O,W,3.97,3.99,8.59,10.39,111,0.41,82.28,65.01,43.77,11.38,27.11,42.04
40302,BLUE MOUNTAIN,2025-06-08,O,X,3.97,3.99,8.59,10.39,111,0.41,82.28,65.01,57.54,91.64,78.58,179.05
40302,BLUE MOUNTAIN,2025-06-08,O,Y,3.97,3.99,8.59,10.39,111,0.41,82.28,65.01,58.29,56.76,3.88,35.99
40302,BLUE MOUNTAIN,2025-06-08,O,Z,3.97,3.99,8.59,10.39,111,0.41,82.28,65.01,58.76,115.68,14.97,92.96
40313,BEAR FLAT,2025-06-08,O,V,4.17,5.16,10.04,11.58,126,0.36,71.20,47.61,47.65,8.32,67.37,54.14
40313,BEAR FLAT,2025-06-08,O,W,4.17,5.16,10.04,11.58,126,0.36,71.20,47.61,38.83,10.95,25.68,39.13
40313,BEAR FLAT,2025-06-08,O,X,4.17,5.16,10.04,11.58,126,0.36,71.20,47.61,51.11,91.49,74.66,172.20
40313,BEAR FLAT,2025-06-08,O,Y,4.17,5.16,10.04,11.58,126,0.36,71.20,47.61,50.03,50.92,3.35,31.53
40313,BEAR FLAT,2025-06-08,O,Z,4.17,5.16,10.04,11.58,126,0.36,71.20,47.61,48.74,104.82,12.40,79.54
40402,BIG HILL,2025-06-08,O,V,6.03,5.12,7.87,9.70,479,0.80,143.89,161.83,9.96,1.41,5.46,7.22
40402,BIG HILL,2025-06-08,O,W,6.03,5.12,7.87,9.70,479,0.80,143.89,161.83,17.78,7.17,9.11,20.16
40402,BIG HILL,2025-06-08,O,X,6.03,5.12,7.87,9.70,479,0.80,143.89,161.83,25.82,65.05,33.33,100.60
40402,BIG HILL,2025-06-08,O,Y,6.03,5.12,7.87,9.70,479,0.80,143.89,161.83,45.09,66.55,4.73,42.13
40402,BIG HILL,2025-06-08,O,Z,6.03,5.12,7.87,9.70,479,0.80,143.89,161.83,37.17,137.15,12.20,90.70
40404,BRUSH MOUNTAIN,2025-06-08,O,V,6.32,5.02,7.30,9.24,295,0.88,166.04,196.64,7.38,0.79,3.31,4.38
40404,BRUSH MOUNTAIN,2025-06-08,O,W,6.32,5.02,7.30,9.24,295,0.88,166.04,196.64,10.10,4.31,3.38,9.86
40404,BRUSH MOUNTAIN,2025-06-08,O,X,6.32,5.02,7.30,9.24,295,0.88,166.04,196.64,20.87,48.77,22.11,74.76
40404,BRUSH MOUNTAIN,2025-06-08,O,Y,6.32,5.02,7.30,9.24,295,0.88,166.04,196.64,42.34,63.21,4.38,39.77
40404,BRUSH MOUNTAIN,2025-06-08,O,Z,6.32,5.02,7.30,9.24,295,0.88,166.04,196.64,34.38,124.23,10.96,82.83
40423,ALDER POINT,2025-06-08,O,V,5.15,6.20,12.39,14.86,269,0.99,197.30,245.76,3.48,0.10,0.40,0.70
40423,ALDER POINT,2025-06-08,O,W,5.15,6.20,12.39,14.86,269,0.99,197.30,245.76,8.60,3.32,1.41,6.12
40423,ALDER POINT,2025-06-08,O,X,5.15,6.20,12.39,14.86,269,0.99,197.30,245.76,14.94,39.16,7.14,40.19
40423,ALDER POINT,2025-06-08,O,Y,5.15,6.20,12.39,14.86,269,0.99,197.30,245.76,53.19,40.48,4.36,32.04
40423,ALDER POINT,2025-06-08,O,Z,5.15,6.20,12.39,14.86,269,0.99,197.30,245.76,40.68,93.97,9.68,68.60
40501,BIG BAR,2025-06-08,O,V,3.90,6.38,9.50,11.13,477,0.07,60.00,30.00,46.22,8.66,48.05,47.72
40501,BIG BAR,2025-06-08,O,W,3.90,6.38,9.50,11.13,477,0.07,60.00,30.00,38.49,10.76,19.13,34.90
40501,BIG BAR,2025-06-08,O,X,3.90,6.38,9.50,11.13,477,0.07,60.00,30.00,50.92,90.79,56.17,152.78
40501,BIG BAR,2025-06-08,O,Y,3.90,6.38,9.50,11.13,477,0.07,60.00,30.00,52.86,51.88,2.91,30.26
40501,BIG BAR,2025-06-08,O,Z,3.90,6.38,9.50,11.13,477,0.07,60.00,30.00,49.44,104.34,9.68,72.52
40518,BACKBONE,2025-06-08,O,V,4.28,4.51,7.81,8.98,341,0.75,130.04,140.06,22.11,3.97,34.79,23.84
40518,BACKBONE,2025-06-08,O,W,4.28,4.51,7.81,8.98,341,0.75,130.04,140.06,22.44,9.31,20.49,29.18
40518,BACKBONE,2025-06-08,O,X,4.28,4.51,7.81,8.98,341,0.75,130.04,140.06,30.88,76.45,63.29,137.79
40518,BACKBONE,2025-06-08,O,Y,4.28,4.51,7.81,8.98,341,0.75,130.04,140.06,52.56,67.17,4.60,41.57
40518,BACKBONE,2025-06-08,O,Z,4.28,4.51,7.81,8.98,341,0.75,130.04,140.06,43.04,136.04,18.22,106.82
40632,ARBUCKLE BASIN,2025-06-08,O,V,3.77,4.00,8.00,8.98,424,0.55,75.02,30.00,66.89,7.95,114.35,64.06
40632,ARBUCKLE BASIN,2025-06-08,O,W,3.77,4.00,8.00,8.98,424,0.55,75.02,30.00,57.19,14.35,48.25,57.49
40632,ARBUCKLE BASIN,2025-06-08,O,X,3.77,4.00,8.00,8.98,424,0.55,75.02,30.00,69.61,104.17,127.48,229.26
40632,ARBUCKLE BASIN,2025-06-08,O,Y,3.77,4.00,8.00,8.98,424,0.55,75.02,30.00,69.61,70.06,5.77,47.31
40632,ARBUCKLE BASIN,2025-06-08,O,Z,3.77,4.00,8.00,8.98,424,0.55,75.02,30.00,69.61,145.70,23.91,126.34
40703,BOGARD R.S.,2025-06-08,O,V,5.36,7.54,12.20,13.91,196,0.00,60.00,30.00,29.72,6.87,34.27,37.12
40703,BOGARD R.S.,2025-06-08,O,W,5.36,7.54,12.20,13.91,196,0.00,60.00,30.00,25.81,8.89,14.85,28.45
40703,BOGARD R.S.,2025-06-08,O,X,5.36,7.54,12.20,13.91,196,0.00,60.00,30.00,34.40,82.31,44.23,130.83
40703,BOGARD R.S.,2025-06-08,O,Y,5.36,7.54,12.20,13.91,196,0.00,60.00,30.00,35.97,39.97,2.33,24.01
40703,BOGARD R.S.,2025-06-08,O,Z,5.36,7.54,12.20,13.91,196,0.00,60.00,30.00,32.52,83.99,7.22,56.71
40725,BLUE DOOR,2025-06-08,O,V,4.22,4.48,9.26,10.98,100,0.39,78.83,59.59,58.44,7.64,113.40,65.21
40725,BLUE DOOR,2025-06-08,O,W,4.22,4.48,9.26,10.98,100,0.39,78.83,59.59,45.63,10.87,38.72,48.29
40725,BLUE DOOR,2025-06-08,O,X,4.22,4.48,9.26,10.98,100,0.39,78.83,59.59,59.41,89.98,111.11,207.55
40725,BLUE DOOR,2025-06-08,O,Y,4.22,4.48,9.26,10.98,100,0.39,78.83,59.59,57.46,53.91,4.61,38.07
40725,BLUE DOOR,2025-06-08,O,Z,4.22,4.48,9.26,10.98,100,0.39,78.83,59.59,58.96,110.27,19.55,102.80
40728,BULL FLAT,2025-06-08,O,V,3.39,4.78,7.93,9.07,176,0.81,145.69,51.65,54.50,4.58,117.82,50.57
40728,BULL FLAT,2025-06-08,O,W,3.39,4.78,7.93,9.07,176,0.81,145.69,51.65,40.96,7.24,35.02,35.23
40728,BULL FLAT,2025-06-08,O,X,3.39,4.78,7.93,9.07,176,0.81,145.69,51.65,54.50,66.79,107.93,171.23
40728,BULL FLAT,2025-06-08,O,Y,3.39,4.78,7.93,9.07,176,0.81,145.69,51.65,66.88,63.89,7.51,51.06
40728,BULL FLAT,2025-06-08,O,Z,3.39,4.78,7.93,9.07,176,0.81,145.69,51.65,67.93,126.64,36.24,143.25
40731,BLACKS MOUNTAIN,2025-06-08,O,V,5.02,6.63,11.26,12.56,259,0.00,60.00,30.00,20.09,7.26,14.29,25.45
40731,BLACKS MOUNTAIN,2025-06-08,O,W,5.02,6.63,11.26,12.56,259,0.00,60.00,30.00,19.35,9.57,7.61,21.17
40731,BLACKS MOUNTAIN,2025-06-08,O,X,5.02,6.63,11.26,12.56,260,0.00,60.00,30.00,26.37,85.28,23.71,98.85
40731,BLACKS MOUNTAIN,2025-06-08,O,Y,5.02,6.63,11.26,12.56,260,0.00,60.00,30.00,33.42,45.43,1.83,22.69
40731,BLACKS MOUNTAIN,2025-06-08,O,Z,5.02,6.63,11.26,12.56,260,0.00,60.00,30.00,26.26,93.07,4.30,46.30
41001,BOONVILLE,2025-06-08,O,V,6.41,8.12,13.75,15.62,464,0.94,183.37,223.86,4.03,0.26,0.89,1.53
41001,BOONVILLE,2025-06-08,O,W,6.41,8.12,13.75,15.62,464,0.94,183.37,223.86,12.80,3.60,5.54,11.43
41001,BOONVILLE,2025-06-08,O,X,6.41,8.12,13.75,15.62,464,0.94,183.37,223.86,19.17,39.93,20.83,65.38
41001,BOONVILLE,2025-06-08,O,Y,6.41,8.12,13.75,15.62,464,0.94,183.37,223.86,43.99,39.04,5.19,34.21
41001,BOONVILLE,2025-06-08,O,Z,6.41,8.12,13.75,15.62,464,0.94,183.37,223.86,44.30,92.02,21.65,97.24
41101,ALDER SPRINGS,2025-06-08,O,V,4.81,4.78,9.27,10.73,249,0.06,60.00,30.00,25.78,7.51,25.14,30.52
41101,ALDER SPRINGS,2025-06-08,O,W,4.81,4.78,9.27,10.73,249,0.06,60.00,30.00,23.73,10.68,11.83,26.52
41101,ALDER SPRINGS,2025-06-08,O,X,4.81,4.78,9.27,10.73,249,0.06,60.00,30.00,31.97,90.04,35.46,119.84
41101,ALDER SPRINGS,2025-06-08,O,Y,4.81,4.78,9.27,10.73,249,0.06,60.00,30.00,38.00,53.07,2.06,26.09
41101,ALDER SPRINGS,2025-06-08,O,Z,4.81,4.78,9.27,10.73,249,0.06,60.00,30.00,31.47,106.91,5.75,57.32
41201,BANGOR,2025-06-08,O,V,6.32,6.40,10.50,12.95,468,0.75,130.00,139.99,22.18,2.62,24.78,20.54
41201,BANGOR,2025-06-08,O,W,6.32,6.40,10.50,12.95,468,0.75,130.00,139.99,24.55,7.07,17.44,27.56
41201,BANGOR,2025-06-08,O,X,6.32,6.40,10.50,12.95,468,0.75,130.00,139.99,32.84,66.41,52.32,128.05
41201,BANGOR,2025-06-08,O,Y,6.32,6.40,10.50,12.95,468,0.75,130.00,139.99,43.19,48.70,4.35,35.25
41201,BANGOR,2025-06-08,O,Z,6.32,6.40,10.50,12.95,468,0.75,130.00,139.99,42.98,107.78,16.37,93.33
42108,ATLAS PEAK,2025-06-08,O,V,8.76,6.96,12.26,14.02,424,0.00,60.00,30.00,28.39,3.69,162.56,57.10
42108,ATLAS PEAK,2025-06-08,O,W,8.76,6.96,12.26,14.02,424,0.00,60.00,30.00,28.39,6.57,73.75,51.75
42108,ATLAS PEAK,2025-06-08,O,X,8.76,6.96,12.26,14.02,424,0.00,60.00,30.00,28.39,71.07,210.57,250.67
42108,ATLAS PEAK,2025-06-08,O,Y,8.76,6.96,12.26,14.02,424,0.00,60.00,30.00,28.39,38.50,6.20,37.21
42108,ATLAS PEAK,2025-06-08,O,Z,8.76,6.96,12.26,14.02,424,0.00,60.00,30.00,28.39,79.59,30.02,107.33
42202,BROOKS,2025-06-08,O,V,5.98,5.49,9.46,11.13,445,0.00,60.00,30.00,33.25,6.20,50.08,41.77
42202,BROOKS,2025-06-08,O,W,5.98,5.49,9.46,11.13,445,0.00,60.00,30.00,28.17,9.36,20.64,33.89
42202,BROOKS,2025-06-08,O,X,5.98,5.49,9.46,11.13,445,0.00,60.00,30.00,37.18,83.98,60.31,152.28
42202,BROOKS,2025-06-08,O,Y,5.98,5.49,9.46,11.13,445,0.00,60.00,30.00,35.71,51.18,2.67,28.81
42202,BROOKS,2025-06-08,O,Z,5.98,5.49,9.46,11.13,445,0.00,60.00,30.00,34.38,102.03,9.42,70.67
42308,BARNABY,2025-06-08,O,V,9.85,8.12,14.89,18.04,270,0.00,60.00,30.00,15.00,2.91,48.22,29.25
42308,BARNABY,2025-06-08,O,W,9.85,8.12,14.89,18.04,270,0.00,60.00,30.00,12.91,4.97,20.50,25.23
42308,BARNABY,2025-06-08,O,X,9.85,8.12,14.89,18.04,270,0.00,60.00,30.00,17.29,64.04,61.69,135.76
42308,BARNABY,2025-06-08,O,Y,9.85,8.12,14.89,18.04,270,0.00,60.00,30.00,15.30,26.01,2.32,19.68
42308,BARNABY,2025-06-08,O,Z,9.85,8.12,14.89,18.04,270,0.00,60.00,30.00,15.10,60.60,8.59,52.69
42601,BEAVER,2025-06-08,O,V,8.44,9.55,12.67,12.53,241,0.27,60.00,30.00,9.96,3.94,11.83,17.63
42601,BEAVER,2025-06-08,O,W,8.44,9.55,12.67,12.53,241,0.27,60.00,30.00,9.87,6.15,6.67,16.62
42601,BEAVER,2025-06-08,O,X,8.44,9.55,12.67,12.53,241,0.27,60.00,30.00,13.50,69.22,23.80,85.66
42601,BEAVER,2025-06-08,O,Y,8.44,9.55,12.67,12.53,243,0.27,60.00,30.00,16.17,40.88,1.44,19.64
42601,BEAVER,2025-06-08,O,Z,8.44,9.55,12.67,12.53,243,0.27,60.00,30.00,12.69,77.52,3.44,39.01
42603,BALD MTN LOC,2025-06-08,O,V,8.26,7.78,10.26,10.40,420,0.72,122.78,128.65,10.43,2.05,14.86,13.67
42603,BALD MTN LOC,2025-06-08,O,W,8.26,7.78,10.26,10.40,420,0.72,122.78,128.65,10.34,3.97,7.39,13.88
42603,BALD MTN LOC,2025-06-08,O,X,8.26,7.78,10.26,10.40,420,0.72,122.78,128.65,16.01,53.07,33.39,89.88
42603,BALD MTN LOC,2025-06-08,O,Y,8.26,7.78,10.26,10.40,420,0.72,122.78,128.65,22.50,54.41,2.87,30.23
42603,BALD MTN LOC,2025-06-08,O,Z,8.26,7.78,10.26,10.40,420,0.72,122.78,128.65,19.99,103.88,9.17,68.66
42612,BEN BOLT,2025-06-08,O,V,7.12,8.65,11.83,14.21,451,0.00,60.00,30.00,26.15,5.07,47.47,37.47
42612,BEN BOLT,2025-06-08,O,W,7.12,8.65,11.83,14.21,451,0.00,60.00,30.00,22.20,7.42,19.63,29.12
42612,BEN BOLT,2025-06-08,O,X,7.12,8.65,11.83,14.21,451,0.00,60.00,30.00,29.37,75.17,57.66,140.41
42612,BEN BOLT,2025-06-08,O,Y,7.12,8.65,11.83,14.21,451,0.00,60.00,30.00,27.60,36.03,2.45,23.37
42612,BEN BOLT,2025-06-08,O,Z,7.12,8.65,11.83,14.21,451,0.00,60.00,30.00,26.57,74.09,8.62,57.53
42616,BARON,2025-06-08,O,V,7.20,11.73,15.60,16.97,176,0.45,60.00,30.00,25.11,5.00,51.59,38.71
42616,BARON,2025-06-08,O,W,7.20,11.73,15.60,16.97,176,0.45,60.00,30.00,22.23,6.51,23.21,30.27
42616,BARON,2025-06-08,O,X,7.20,11.73,15.60,16.97,176,0.45,60.00,30.00,29.20,71.73,67.21,148.87
42616,BARON,2025-06-08,O,Y,7.20,11.73,15.60,16.97,176,0.45,60.00,30.00,28.84,28.86,3.15,23.96
42616,BARON,2025-06-08,O,Z,7.20,11.73,15.60,16.97,176,0.45,60.00,30.00,26.68,63.41,10.25,59.21
43008,BLACK DIAMOND,2025-06-08,O,V,9.18,6.98,10.63,12.78,234,0.00,60.00,30.00,25.59,3.38,155.09,53.63
43008,BLACK DIAMOND,2025-06-08,O,W,9.18,6.98,10.63,12.78,234,0.00,60.00,30.00,24.93,6.24,62.13,45.14
43008,BLACK DIAMOND,2025-06-08,O,X,9.18,6.98,10.63,12.78,234,0.00,60.00,30.00,25.59,69.54,180.38,226.91
43008,BLACK DIAMOND,2025-06-08,O,Y,9.18,6.98,10.63,12.78,234,0.00,60.00,30.00,25.59,42.98,5.31,35.91
43008,BLACK DIAMOND,2025-06-08,O,Z,9.18,6.98,10.63,12.78,234,0.00,60.00,30.00,25.59,85.21,25.21,99.89
43010,BRIONES,2025-06-08,O,V,10.43,8.51,14.89,17.33,236,0.00,60.00,30.00,15.12,2.52,61.84,30.68
43010,BRIONES,2025-06-08,O,W,10.43,8.51,14.89,17.33,236,0.00,60.00,30.00,12.91,4.66,25.87,26.75
43010,BRIONES,2025-06-08,O,X,10.43,8.51,14.89,17.33,236,0.00,60.00,30.00,17.37,62.78,104.96,149.56
43010,BRIONES,2025-06-08,O,Y,10.43,8.51,14.89,17.33,236,0.00,60.00,30.00,14.66,27.61,2.95,21.94
43010,BRIONES,2025-06-08,O,Z,10.43,8.51,14.89,17.33,236,0.00,60.00,30.00,15.03,61.95,13.03,60.65
43211,BANNER ROAD,2025-06-08,O,V,6.80,6.73,11.48,13.35,481,0.00,60.00,30.00,30.68,5.37,66.45,43.52
43211,BANNER ROAD,2025-06-08,O,W,6.80,6.73,11.48,13.35,481,0.00,60.00,30.00,25.46,8.27,26.27,34.23
43211,BANNER ROAD,2025-06-08,O,X,6.80,6.73,11.48,13.35,481,0.00,60.00,30.00,33.49,78.97,76.24,161.59
43211,BANNER ROAD,2025-06-08,O,Y,6.80,6.73,11.48,13.35,481,0.00,60.00,30.00,30.00,41.54,2.93,26.78
43211,BANNER ROAD,2025-06-08,O,Z,6.80,6.73,11.48,13.35,481,0.00,60.00,30.00,30.15,86.21,11.29,68.69
43212,BLUE MTN LOOKOUT,2025-06-08,O,V,7.10,6.94,9.78,10.93,231,0.79,142.59,30.00,21.54,3.82,40.02,30.24
43212,BLUE MTN LOOKOUT,2025-06-08,O,W,7.10,6.94,9.78,10.93,231,0.79,142.59,30.00,13.99,3.45,9.69,14.88
43212,BLUE MTN LOOKOUT,2025-06-08,O,X,7.10,6.94,9.78,10.93,231,0.79,142.59,30.00,21.81,48.94,39.53,97.32
43212,BLUE MTN LOOKOUT,2025-06-08,O,Y,7.10,6.94,9.78,10.93,231,0.79,142.59,30.00,33.28,51.98,4.38,36.49
43212,BLUE MTN LOOKOUT,2025-06-08,O,Z,7.10,6.94,9.78,10.93,231,0.79,142.59,30.00,28.27,100.03,12.13,78.77
43407,ALTAMONT,2025-06-08,O,V,7.64,6.55,10.99,13.39,252,0.00,60.00,30.00,34.69,4.61,178.44,65.99
43407,ALTAMONT,2025-06-08,O,W,7.64,6.55,10.99,13.39,252,0.00,60.00,30.00,34.69,7.57,114.03,67.38
43407,ALTAMONT,2025-06-08,O,X,7.64,6.55,10.99,13.39,252,0.00,60.00,30.00,34.69,75.67,328.16,312.96
43407,ALTAMONT,2025-06-08,O,Y,7.64,6.55,10.99,13.39,252,0.00,60.00,30.00,34.69,41.50,9.39,46.50
43407,ALTAMONT,2025-06-08,O,Z,7.64,6.55,10.99,13.39,252,0.00,60.00,30.00,34.69,85.31,47.60,136.54
43702,BRIDGEPORT,2025-06-08,O,V,5.99,7.63,11.40,12.54,200,0.95,186.31,83.99,4.75,0.20,1.17,1.54
43702,BRIDGEPORT,2025-06-08,O,W,5.99,7.63,11.40,12.54,200,0.95,186.31,83.99,13.55,2.54,7.02,11.27
43702,BRIDGEPORT,2025-06-08,O,X,5.99,7.63,11.40,12.54,200,0.95,186.31,83.99,22.58,34.59,32.70,75.75
43702,BRIDGEPORT,2025-06-08,O,Y,5.99,7.63,11.40,12.54,200,0.95,186.31,83.99,40.27,45.81,6.56,41.53
43702,BRIDGEPORT,2025-06-08,O,Z,5.99,7.63,11.40,12.54,200,0.95,186.31,83.99,40.27,93.46,31.79,119.16
43708,BENTON,2025-06-08,O,V,3.66,6.67,8.96,9.33,430,0.00,60.00,30.00,70.52,8.99,144.53,81.44
43708,BENTON,2025-06-08,O,W,3.66,6.67,8.96,9.33,430,0.00,60.00,30.00,62.41,10.86,51.14,53.80
43708,BENTON,2025-06-08,O,X,3.66,6.67,8.96,9.33,430,0.00,60.00,30.00,70.52,91.43,145.61,231.82
43708,BENTON,2025-06-08,O,Y,3.66,6.67,8.96,9.33,430,0.00,60.00,30.00,70.52,57.90,5.47,42.53
43708,BENTON,2025-06-08,O,Z,3.66,6.67,8.96,9.33,430,0.00,60.00,30.00,70.52,109.64,23.69,112.02
43809,BEN LOMOND,2025-06-08,O,V,7.99,6.39,9.10,10.92,395,0.88,167.04,198.20,4.77,0.50,3.40,3.61
43809,BEN LOMOND,2025-06-08,O,W,7.99,6.39,9.10,10.92,395,0.88,167.04,198.20,7.22,3.41,4.46,10.48
43809,BEN LOMOND,2025-06-08,O,X,7.99,6.39,9.10,10.92,395,0.88,167.04,198.20,11.81,38.71,20.02,64.14
43809,BEN LOMOND,2025-06-08,O,Y,7.99,6.39,9.10,10.92,395,0.88,167.04,198.20,28.03,55.75,4.50,38.13
43809,BEN LOMOND,2025-06-08,O,Z,7.99,6.39,9.10,10.92,395,0.88,167.04,198.20,22.69,111.09,13.51,86.75
44207,BATTERSON,2025-06-08,O,V,6.05,5.04,9.53,10.67,387,0.79,142.60,30.00,22.58,4.23,24.83,25.45
44207,BATTERSON,2025-06-08,O,W,6.05,5.04,9.53,10.67,387,0.79,142.60,30.00,19.92,7.16,11.10,22.05
44207,BATTERSON,2025-06-08,O,X,6.05,5.04,9.53,10.67,387,0.79,142.60,30.00,25.83,64.22,31.31,98.03
44207,BATTERSON,2025-06-08,O,Y,6.05,5.04,9.53,10.67,387,0.79,142.60,30.00,44.48,58.48,4.35,38.09
44207,BATTERSON,2025-06-08,O,Z,6.05,5.04,9.53,10.67,387,0.79,142.60,30.00,34.90,121.18,10.44,79.66
44301,ARROYO SECO,2025-06-08,O,V,6.54,7.91,13.72,15.39,508,0.00,60.00,30.00,32.32,5.63,66.98,44.28
44301,ARROYO SECO,2025-06-08,O,W,6.54,7.91,13.72,15.39,508,0.00,60.00,30.00,27.00,7.97,26.33,34.37
44301,ARROYO SECO,2025-06-08,O,X,6.54,7.91,13.72,15.39,508,0.00,60.00,30.00,35.59,77.82,76.50,161.78
44301,ARROYO SECO,2025-06-08,O,Y,6.54,7.91,13.72,15.39,508,0.00,60.00,30.00,32.86,33.89,2.94,24.89
44301,ARROYO SECO,2025-06-08,O,Z,6.54,7.91,13.72,15.39,508,0.00,60.00,30.00,32.44,74.08,11.36,66.38
44302,BIG SUR,2025-06-08,O,V,13.54,14.67,20.30,19.95,325,0.00,60.00,30.00,2.38,0.74,6.36,6.15
44302,BIG SUR,2025-06-08,O,W,13.54,14.67,20.30,19.95,325,0.00,60.00,30.00,1.62,0.23,1.69,1.61
44302,BIG SUR,2025-06-08,O,X,13.54,14.67,20.30,19.95,325,0.00,60.00,30.00,4.63,41.72,23.23,70.20
44302,BIG SUR,2025-06-08,O,Y,13.54,14.67,20.30,19.95,325,0.00,60.00,30.00,4.92,15.16,1.26,11.48
44302,BIG SUR,2025-06-08,O,Z,13.54,14.67,20.30,19.95,325,0.00,60.00,30.00,4.07,32.60,3.28,24.85
44303,BRADLEY,2025-06-08,O,V,5.74,7.05,13.66,15.87,708,0.00,60.00,30.00,50.23,6.45,183.97,72.42
44303,BRADLEY,2025-06-08,O,W,5.74,7.05,13.66,15.87,708,0.00,60.00,30.00,45.45,8.80,67.26,54.20
44303,BRADLEY,2025-06-08,O,X,5.74,7.05,13.66,15.87,708,0.00,60.00,30.00,50.23,81.75,200.87,247.20
44303,BRADLEY,2025-06-08,O,Y,5.74,7.05,13.66,15.87,708,0.00,60.00,30.00,49.39,32.99,5.88,33.95
44303,BRADLEY,2025-06-08,O,Z,5.74,7.05,13.66,15.87,708,0.00,60.00,30.00,50.23,75.23,27.62,101.09
44523,ALCALDE,2025-06-08,O,V,4.71,5.07,7.29,7.99,310,0.00,60.00,30.00,46.78,7.64,65.93,52.66
44523,ALCALDE,2025-06-08,O,W,4.71,5.07,7.29,7.99,310,0.00,60.00,30.00,38.38,10.66,25.48,39.64
44523,ALCALDE,2025-06-08,O,X,4.71,5.07,7.29,7.99,310,0.00,60.00,30.00,50.51,90.02,74.01,172.75
44523,ALCALDE,2025-06-08,O,Y,4.71,5.07,7.29,7.99,310,0.00,60.00,30.00,48.68,65.16,3.31,35.58
44523,ALCALDE,2025-06-08,O,Z,4.71,5.07,7.29,7.99,310,0.00,60.00,30.00,48.02,120.92,12.22,86.22
44701,ASH MOUNTAIN,2025-06-08,O,V,4.87,5.24,8.80,10.07,507,0.00,60.00,30.00,42.99,7.44,60.18,47.63
44701,ASH MOUNTAIN,2025-06-08,O,W,4.87,5.24,8.80,10.07,507,0.00,60.00,30.00,35.85,10.52,23.90,36.62
44701,ASH MOUNTAIN,2025-06-08,O,X,4.87,5.24,8.80,10.07,507,0.00,60.00,30.00,47.33,89.37,69.68,160.48
44701,ASH MOUNTAIN,2025-06-08,O,Y,4.87,5.24,8.80,10.07,507,0.00,60.00,30.00,46.62,55.64,2.97,31.52
44701,ASH MOUNTAIN,2025-06-08,O,Z,4.87,5.24,8.80,10.07,507,0.00,60.00,30.00,44.90,108.62,10.81,76.54
44722,BLACKROCK,2025-06-08,O,V,3.75,7.09,13.90,17.17,59,0.97,192.28,237.86,5.07,0.18,0.63,1.09
44722,BLACKROCK,2025-06-08,O,W,3.75,7.09,13.90,17.17,59,0.97,192.28,237.86,10.89,2.42,2.00,5.67
44722,BLACKROCK,2025-06-08,O,X,3.75,7.09,13.90,17.17,59,0.97,192.28,237.86,20.22,35.93,10.86,44.63
44722,BLACKROCK,2025-06-08,O,Y,3.75,7.09,13.90,17.17,59,0.97,192.28,237.86,66.57,31.57,5.18,31.18
44722,BLACKROCK,2025-06-08,O,Z,3.75,7.09,13.90,17.17,59,0.97,192.28,237.86,54.44,76.46,13.71,71.97
44730,BEAR PEAK,2025-06-08,O,V,3.86,7.24,10.24,10.69,311,0.08,60.00,30.00,64.04,8.72,208.51,83.19
44730,BEAR PEAK,2025-06-08,O,W,3.86,7.24,10.24,10.69,311,0.08,60.00,30.00,50.69,10.59,71.88,57.32
44730,BEAR PEAK,2025-06-08,O,X,3.86,7.24,10.24,10.69,311,0.08,60.00,30.00,64.04,90.21,204.21,261.20
44730,BEAR PEAK,2025-06-08,O,Y,3.86,7.24,10.24,10.69,311,0.08,60.00,30.00,61.25,52.31,6.73,43.80
44730,BEAR PEAK,2025-06-08,O,Z,3.86,7.24,10.24,10.69,311,0.08,60.00,30.00,63.83,102.30,31.97,119.54
44901,BRANCH MOUNTAIN,2025-06-08,O,V,6.95,7.48,10.23,10.97,288,0.05,60.00,30.00,22.52,5.23,89.12,41.39
44901,BRANCH MOUNTAIN,2025-06-08,O,W,6.95,7.48,10.23,10.97,288,0.05,60.00,30.00,18.54,7.40,34.68,35.34
44901,BRANCH MOUNTAIN,2025-06-08,O,X,6.95,7.48,10.23,10.97,288,0.05,60.00,30.00,24.45,75.13,101.24,176.49
44901,BRANCH MOUNTAIN,2025-06-08,O,Y,6.95,7.48,10.23,10.97,288,0.05,60.00,30.00,23.44,48.55,3.35,31.10
44901,BRANCH MOUNTAIN,2025-06-08,O,Z,6.95,7.48,10.23,10.97,288,0.05,60.00,30.00,21.41,90.95,14.17,80.12
45009,BRECKENRIDGE,2025-06-08,O,V,5.29,5.42,10.33,12.02,54,0.94,183.67,224.34,4.91,0.28,0.98,1.65
