stationId,stationName,observationTime,NFDRType,fuelModelType,oneHR_TL_FuelMoisture,tenHR_TL_FuelMoisture,hundredHR_TL_FuelMoisture,thousandHR_TL_FuelMoisture,kbdi,gsi,woodyLFI_fuelMoisture,herbaceousLFI_fuelMoisture,ignitionComponent,energyReleaseComponent,spreadComponent,burningIndex
353524,ANTELOPE,2025-06-06,O,V,5.65,5.75,10.21,11.27,159,0.00,60.00,30.00,43.91,6.55,129.11,58.22
353524,ANTELOPE,2025-06-06,O,W,5.65,5.75,10.21,11.27,159,0.00,60.00,30.00,35.45,9.70,47.50,44.37
353524,ANTELOPE,2025-06-06,O,X,5.65,5.75,10.21,11.27,159,0.00,60.00,30.00,46.40,85.59,136.60,204.62
353524,ANTELOPE,2025-06-06,O,Y,5.65,5.75,10.21,11.27,159,0.00,60.00,30.00,41.26,50.74,4.33,34.71
353524,ANTELOPE,2025-06-06,O,Z,5.65,5.75,10.21,11.27,159,0.00,60.00,30.00,42.99,101.47,19.49,92.35
353618,ALKALI FLAT,2025-06-06,O,V,4.12,4.14,7.78,8.92,237,0.05,60.00,30.00,62.99,8.38,106.85,67.96
353618,ALKALI FLAT,2025-06-06,O,W,4.12,4.14,7.78,8.92,237,0.05,60.00,30.00,49.78,11.41,38.31,49.35
353618,ALKALI FLAT,2025-06-06,O,X,4.12,4.14,7.78,8.92,237,0.05,60.00,30.00,63.33,93.29,109.67,210.44
353618,ALKALI FLAT,2025-06-06,O,Y,4.12,4.14,7.78,8.92,237,0.05,60.00,30.00,59.82,62.16,4.46,39.94
353618,ALKALI FLAT,2025-06-06,O,Z,4.12,4.14,7.78,8.92,237,0.05,60.00,30.00,62.32,120.35,18.40,103.75
360131,BLAIR HELIBASE,2025-06-06,O,V,13.02,16.12,14.30,16.69,45,0.96,192.06,237.53,0.38,0.02,0.10,0.18
360131,BLAIR HELIBASE,2025-06-06,O,W,13.02,16.12,14.30,16.69,45,0.96,192.06,237.53,0.77,0.00,0.24,0.00
360131,BLAIR HELIBASE,2025-06-06,O,X,13.02,16.12,14.30,16.69,45,0.96,192.06,237.53,1.91,13.58,2.49,15.20
360131,BLAIR HELIBASE,2025-06-06,O,Y,13.02,16.12,14.30,16.69,45,0.96,192.06,237.53,6.00,19.25,1.18,12.68
360131,BLAIR HELIBASE,2025-06-06,O,Z,13.02,16.12,14.30,16.69,45,0.96,192.06,237.53,4.71,34.61,2.77,24.48
360272,BEAR KNOB,2025-06-06,O,V,15.44,16.56,16.45,16.73,51,0.97,190.85,235.63,0.00,0.00,0.00,0.00
360272,BEAR KNOB,2025-06-06,O,W,15.44,16.56,16.45,16.73,51,0.97,190.85,235.63,0.00,0.00,0.00,0.00
360272,BEAR KNOB,2025-06-06,O,X,15.44,16.56,16.45,16.73,51,0.97,190.85,235.63,1.17,11.36,4.51,16.62
360272,BEAR KNOB,2025-06-06,O,Y,15.44,16.56,16.45,16.73,51,0.97,190.85,235.63,3.61,19.02,1.61,14.10
360272,BEAR KNOB,2025-06-06,O,Z,15.44,16.56,16.45,16.73,51,0.97,190.85,235.63,2.77,32.66,4.25,26.87
360991,BIG KNOB,2025-06-06,O,V,14.10,18.59,15.46,16.88,69,0.98,195.47,242.87,0.17,0.01,0.03,0.06
360991,BIG KNOB,2025-06-06,O,W,14.10,18.59,15.46,16.88,69,0.98,195.47,242.87,0.35,0.00,0.08,0.00
360991,BIG KNOB,2025-06-06,O,X,14.10,18.59,15.46,16.88,69,0.98,195.47,242.87,1.30,11.89,2.25,12.58
360991,BIG KNOB,2025-06-06,O,Y,14.10,18.59,15.46,16.88,69,0.98,195.47,242.87,4.43,21.20,1.06,12.58
360991,BIG KNOB,2025-06-06,O,Z,14.10,18.59,15.46,16.88,69,0.98,195.47,242.87,3.30,36.99,2.38,22.89
361002,ALLEGHENY,2025-06-06,O,V,17.87,22.39,18.59,16.96,80,0.85,169.39,201.90,0.00,0.00,0.00,0.00
361002,ALLEGHENY,2025-06-06,O,W,17.87,22.39,18.59,16.96,80,0.85,169.39,201.90,0.00,0.00,0.00,0.00
361002,ALLEGHENY,2025-06-06,O,X,17.87,22.39,18.59,16.96,80,0.85,169.39,201.90,0.46,6.41,2.17,9.84
361002,ALLEGHENY,2025-06-06,O,Y,17.87,22.39,18.59,16.96,80,0.85,169.39,201.90,1.34,12.99,0.83,8.61
361002,ALLEGHENY,2025-06-06,O,Z,17.87,22.39,18.59,16.96,80,0.85,169.39,201.90,1.00,15.79,1.76,13.88
361071,BEARS HEAD,2025-06-06,O,V,11.99,14.89,14.56,17.02,81,0.99,198.87,248.22,0.43,0.02,0.08,0.14
361071,BEARS HEAD,2025-06-06,O,W,11.99,14.89,14.56,17.02,81,0.99,198.87,248.22,1.08,0.18,0.31,0.80
361071,BEARS HEAD,2025-06-06,O,X,11.99,14.89,14.56,17.02,81,0.99,198.87,248.22,2.32,15.61,2.95,17.13
361071,BEARS HEAD,2025-06-06,O,Y,11.99,14.89,14.56,17.02,81,0.99,198.87,248.22,7.61,22.45,1.28,13.98
361071,BEARS HEAD,2025-06-06,O,Z,11.99,14.89,14.56,17.02,81,0.99,198.87,248.22,5.97,43.04,3.32,29.50
380102,ANDREW PICKENS,2025-06-06,O,V,10.94,13.10,18.13,19.56,176,0.94,188.64,232.14,0.77,0.06,0.17,0.36
380102,ANDREW PICKENS,2025-06-06,O,W,10.94,13.10,18.13,19.56,176,0.94,188.64,232.14,1.44,0.58,0.33,1.28
380102,ANDREW PICKENS,2025-06-06,O,X,10.94,13.10,18.13,19.56,176,0.94,188.64,232.14,2.79,19.01,2.54,16.44
380102,ANDREW PICKENS,2025-06-06,O,Y,10.94,13.10,18.13,19.56,176,0.94,188.64,232.14,9.62,19.50,1.19,12.51
380102,ANDREW PICKENS,2025-06-06,O,Z,10.94,13.10,18.13,19.56,176,0.94,188.64,232.14,7.17,44.66,2.69,26.40
384101,ACE BASIN,2025-06-06,O,V,11.30,13.61,19.84,21.76,78,0.93,185.10,226.59,0.94,0.07,0.32,0.49
384101,ACE BASIN,2025-06-06,O,W,11.30,13.61,19.84,21.76,78,0.93,185.10,226.59,1.97,0.52,1.08,2.00
384101,ACE BASIN,2025-06-06,O,X,11.30,13.61,19.84,21.76,78,0.93,185.10,226.59,4.19,18.62,10.47,32.55
384101,ACE BASIN,2025-06-06,O,Y,11.30,13.61,19.84,21.76,78,0.93,185.10,226.59,9.86,14.18,2.44,15.24
384101,ACE BASIN,2025-06-06,O,Z,11.30,13.61,19.84,21.76,78,0.93,185.10,226.59,9.46,37.60,9.76,44.85
391201,BEAR CREEK,2025-06-06,O,V,9.30,8.62,18.05,17.98,44,0.97,192.73,238.58,1.17,0.06,0.25,0.44
391201,BEAR CREEK,2025-06-06,O,W,9.30,8.62,18.05,17.98,44,0.97,192.73,238.58,3.48,1.34,1.50,4.14
391201,BEAR CREEK,2025-06-06,O,X,9.30,8.62,18.05,17.98,44,0.97,192.73,238.58,6.18,25.04,8.73,34.14
391201,BEAR CREEK,2025-06-06,O,Y,9.30,8.62,18.05,17.98,44,0.97,192.73,238.58,15.35,22.19,2.34,18.50
391201,BEAR CREEK,2025-06-06,O,Z,9.30,8.62,18.05,17.98,44,0.97,192.73,238.58,15.10,54.85,8.81,51.22
392606,BAKER PARK,2025-06-06,O,V,13.94,17.66,19.66,17.17,12,0.88,167.69,199.22,0.45,0.05,0.29,0.42
392606,BAKER PARK,2025-06-06,O,W,13.94,17.66,19.66,17.17,12,0.88,167.69,199.22,0.76,0.00,0.48,0.00
392606,BAKER PARK,2025-06-06,O,X,13.94,17.66,19.66,17.17,12,0.88,167.69,199.22,2.56,13.90,9.15,27.95
392606,BAKER PARK,2025-06-06,O,Y,13.94,17.66,19.66,17.17,12,0.88,167.69,199.22,5.82,19.70,2.27,17.29
392606,BAKER PARK,2025-06-06,O,Z,13.94,17.66,19.66,17.17,12,0.88,167.69,199.22,5.34,35.59,7.26,38.75
400902,BISO-NP,2025-06-06,O,V,11.22,11.81,16.22,17.54,94,1.00,200.00,250.00,0.78,0.02,0.19,0.21
400902,BISO-NP,2025-06-06,O,W,11.22,11.81,16.22,17.54,94,1.00,200.00,250.00,1.96,0.62,0.69,1.97
400902,BISO-NP,2025-06-06,O,X,11.22,11.81,16.22,17.54,94,1.00,200.00,250.00,3.90,18.71,5.03,23.34
400902,BISO-NP,2025-06-06,O,Y,11.22,11.81,16.22,17.54,94,1.00,200.00,250.00,13.81,24.33,2.76,20.67
400902,BISO-NP,2025-06-06,O,Z,11.22,11.81,16.22,17.54,94,1.00,200.00,250.00,10.11,51.54,5.90,40.46
402102,BURNS,2025-06-06,O,V,14.45,17.47,19.77,19.21,175,1.00,200.00,250.00,0.10,0.00,0.01,0.03
402102,BURNS,2025-06-06,O,W,14.45,17.47,19.77,19.21,175,1.00,200.00,250.00,0.22,0.00,0.03,0.00
402102,BURNS,2025-06-06,O,X,14.45,17.47,19.77,19.21,175,1.00,200.00,250.00,1.13,11.55,2.16,11.25
402102,BURNS,2025-06-06,O,Y,14.45,17.47,19.77,19.21,175,1.00,200.00,250.00,4.15,15.40,1.01,10.58
402102,BURNS,2025-06-06,O,Z,14.45,17.47,19.77,19.21,175,1.00,200.00,250.00,2.98,30.72,2.36,19.81
407102,BLEDSOE SF,2025-06-06,O,V,11.06,11.94,14.88,16.84,133,1.00,200.00,250.00,0.55,0.02,0.09,0.16
407102,BLEDSOE SF,2025-06-06,O,W,11.06,11.94,14.88,16.84,133,1.00,200.00,250.00,1.46,0.65,0.36,1.55
407102,BLEDSOE SF,2025-06-06,O,X,11.06,11.94,14.88,16.84,133,1.00,200.00,250.00,2.88,19.33,2.85,17.54
407102,BLEDSOE SF,2025-06-06,O,Y,11.06,11.94,14.88,16.84,133,1.00,200.00,250.00,9.63,26.51,1.28,15.23
407102,BLEDSOE SF,2025-06-06,O,Z,11.06,11.94,14.88,16.84,133,1.00,200.00,250.00,7.56,54.52,3.13,31.38
408901,ARNOLD AIR FORCE BASE,2025-06-06,O,V,11.39,17.73,22.79,23.58,163,1.00,100.00,100.00,0.72,0.02,0.16,0.20
408901,ARNOLD AIR FORCE BASE,2025-06-06,O,W,11.39,17.73,22.79,23.58,163,1.00,100.00,100.00,1.72,0.09,0.73,0.77
408901,ARNOLD AIR FORCE BASE,2025-06-06,O,X,11.39,17.73,22.79,23.58,163,1.00,100.00,100.00,3.45,15.98,5.43,21.94
408901,ARNOLD AIR FORCE BASE,2025-06-06,O,Y,11.39,17.73,22.79,23.58,163,1.00,100.00,100.00,9.00,8.44,1.35,8.73
408901,ARNOLD AIR FORCE BASE,2025-06-06,O,Z,11.39,17.73,22.79,23.58,163,1.00,100.00,100.00,6.75,26.48,3.56,22.82
412101,ATHENS,2025-06-06,O,V,9.94,9.12,14.39,18.12,67,1.00,200.00,250.00,0.76,0.02,0.11,0.19
412101,ATHENS,2025-06-06,O,W,9.94,9.12,14.39,18.12,67,1.00,200.00,250.00,3.56,1.16,1.32,3.61
412101,ATHENS,2025-06-06,O,X,9.94,9.12,14.39,18.12,67,1.00,200.00,250.00,6.53,23.42,7.42,32.16
412101,ATHENS,2025-06-06,O,Y,9.94,9.12,14.39,18.12,67,1.00,200.00,250.00,16.63,26.45,2.31,19.53
412101,ATHENS,2025-06-06,O,Z,9.94,9.12,14.39,18.12,67,1.00,200.00,250.00,16.40,61.61,8.56,53.08
415501,BASTROP,2025-06-06,O,V,8.09,7.70,13.46,16.82,167,0.77,154.69,178.81,6.60,0.63,3.89,4.54
415501,BASTROP,2025-06-06,O,W,8.09,7.70,13.46,16.82,167,0.77,154.69,178.81,7.96,2.31,3.26,7.62
415501,BASTROP,2025-06-06,O,X,8.09,7.70,13.46,16.82,167,0.77,154.69,178.81,12.35,31.90,16.94,48.39
415501,BASTROP,2025-06-06,O,Y,8.09,7.70,13.46,16.82,167,0.77,154.69,178.81,25.89,30.95,2.85,23.25
415501,BASTROP,2025-06-06,O,Z,8.09,7.70,13.46,16.82,167,0.77,154.69,178.81,26.09,71.35,12.04,63.79
416099,ANAHUAC,2025-06-06,O,V,11.80,9.31,13.84,16.43,304,0.79,157.14,182.65,2.23,0.23,1.84,2.02
416099,ANAHUAC,2025-06-06,O,W,11.80,9.31,13.84,16.43,304,0.79,157.14,182.65,4.00,1.16,3.39,5.36
416099,ANAHUAC,2025-06-06,O,X,11.80,9.31,13.84,16.43,304,0.79,157.14,182.65,6.89,23.00,16.86,46.04
416099,ANAHUAC,2025-06-06,O,Y,11.80,9.31,13.84,16.43,304,0.79,157.14,182.65,13.25,28.71,3.00,23.16
416099,ANAHUAC,2025-06-06,O,Z,11.80,9.31,13.84,16.43,304,0.79,157.14,182.65,13.97,60.60,12.67,63.41
416601,ATTWATER NWR,2025-06-06,O,V,8.62,8.02,13.06,16.41,341,0.97,191.62,237.71,1.65,0.08,0.29,0.54
416601,ATTWATER NWR,2025-06-06,O,W,8.62,8.02,13.06,16.41,341,0.97,191.62,237.71,7.06,2.38,3.31,7.52
416601,ATTWATER NWR,2025-06-06,O,X,8.62,8.02,13.06,16.41,341,0.97,191.62,237.71,11.13,31.79,13.82,48.31
416601,ATTWATER NWR,2025-06-06,O,Y,8.62,8.02,13.06,16.41,341,0.97,191.62,237.71,25.52,34.32,3.43,26.66
416601,ATTWATER NWR,2025-06-06,O,Z,8.62,8.02,13.06,16.41,341,0.97,191.62,237.71,26.94,80.31,14.78,77.20
417701,BARNHART,2025-06-06,O,V,6.51,6.80,13.75,16.57,41,0.64,127.52,136.11,25.00,2.47,40.79,22.89
417701,BARNHART,2025-06-06,O,W,6.51,6.80,13.75,16.57,41,0.64,127.52,136.11,15.79,3.67,8.58,13.94
417701,BARNHART,2025-06-06,O,X,6.51,6.80,13.75,16.57,41,0.64,127.52,136.11,32.66,52.00,65.10,121.87
417701,BARNHART,2025-06-06,O,Y,6.51,6.80,13.75,16.57,41,0.64,127.52,136.11,39.38,32.20,4.27,29.00
417701,BARNHART,2025-06-06,O,Z,6.51,6.80,13.75,16.57,41,0.64,127.52,136.11,41.59,76.37,18.90,84.93
417901,BIRD,2025-06-06,O,V,8.55,7.54,13.61,17.29,48,0.98,195.71,243.25,1.33,0.05,0.19,0.37
417901,BIRD,2025-06-06,O,W,8.55,7.54,13.61,17.29,48,0.98,195.71,243.25,5.23,1.64,2.21,4.83
417901,BIRD,2025-06-06,O,X,8.55,7.54,13.61,17.29,48,0.98,195.71,243.25,9.28,27.39,14.64,39.92
417901,BIRD,2025-06-06,O,Y,8.55,7.54,13.61,17.29,48,0.98,195.71,243.25,23.14,29.85,3.47,22.42
417901,BIRD,2025-06-06,O,Z,8.55,7.54,13.61,17.29,48,0.98,195.71,243.25,23.31,69.88,15.34,62.84
417902,BALCONES,2025-06-06,O,V,7.15,6.73,13.07,16.64,110,0.99,196.86,245.39,1.71,0.07,0.19,0.40
417902,BALCONES,2025-06-06,O,W,7.15,6.73,13.07,16.64,110,0.99,196.86,245.39,4.82,2.00,1.37,4.00
417902,BALCONES,2025-06-06,O,X,7.15,6.73,13.07,16.64,110,0.99,196.86,245.39,8.70,30.41,7.67,30.60
417902,BALCONES,2025-06-06,O,Y,7.15,6.73,13.07,16.64,110,0.99,196.86,245.39,25.25,32.64,2.29,20.39
417902,BALCONES,2025-06-06,O,Z,7.15,6.73,13.07,16.64,110,0.99,196.86,245.39,22.62,76.26,8.47,51.26
417903,BALCONES FLYING X,2025-06-06,O,V,8.00,7.35,13.06,17.40,66,0.92,176.41,215.40,3.23,0.24,0.92,1.49
417903,BALCONES FLYING X,2025-06-06,O,W,8.00,7.35,13.06,17.40,66,0.92,176.41,215.40,7.19,2.00,2.91,6.70
417903,BALCONES FLYING X,2025-06-06,O,X,8.00,7.35,13.06,17.40,66,0.92,176.41,215.40,11.99,30.00,15.38,47.30
417903,BALCONES FLYING X,2025-06-06,O,Y,8.00,7.35,13.06,17.40,66,0.92,176.41,215.40,27.31,30.35,3.23,24.67
417903,BALCONES FLYING X,2025-06-06,O,Z,8.00,7.35,13.06,17.40,66,0.92,176.41,215.40,28.01,71.46,13.37,70.60
418301,BRAZORIA NWR,2025-06-06,O,V,10.62,9.08,13.66,16.89,261,0.79,157.14,182.65,3.35,0.33,2.59,2.79
418301,BRAZORIA NWR,2025-06-06,O,W,10.62,9.08,13.66,16.89,261,0.79,157.14,182.65,4.26,1.27,3.23,5.77
418301,BRAZORIA NWR,2025-06-06,O,X,10.62,9.08,13.66,16.89,261,0.79,157.14,182.65,6.99,23.89,15.23,45.35
418301,BRAZORIA NWR,2025-06-06,O,Y,10.62,9.08,13.66,16.89,261,0.79,157.14,182.65,14.50,28.13,2.81,22.18
418301,BRAZORIA NWR,2025-06-06,O,Z,10.62,9.08,13.66,16.89,261,0.79,157.14,182.65,14.30,60.49,11.56,61.24
418801,BOOTLEG,2025-06-06,O,V,9.79,8.68,15.66,18.61,3,0.78,156.92,182.30,4.05,0.40,3.01,3.30
418801,BOOTLEG,2025-06-06,O,W,9.79,8.68,15.66,18.61,3,0.78,156.92,182.30,5.31,1.67,3.67,6.80
418801,BOOTLEG,2025-06-06,O,X,9.79,8.68,15.66,18.61,3,0.78,156.92,182.30,8.40,27.16,15.52,47.98
418801,BOOTLEG,2025-06-06,O,Y,9.79,8.68,15.66,18.61,3,0.78,156.92,182.30,17.31,24.13,2.94,21.39
418801,BOOTLEG,2025-06-06,O,Z,9.79,8.68,15.66,18.61,3,0.78,156.92,182.30,17.44,58.59,12.13,61.70
419401,BUFFALO GAP,2025-06-06,O,V,7.69,7.04,13.77,16.77,112,0.89,177.32,214.36,3.54,0.26,0.97,1.60
419401,BUFFALO GAP,2025-06-06,O,W,7.69,7.04,13.77,16.77,112,0.89,177.32,214.36,6.05,2.13,2.01,5.78
419401,BUFFALO GAP,2025-06-06,O,X,7.69,7.04,13.77,16.77,112,0.89,177.32,214.36,10.12,30.91,10.42,40.44
419401,BUFFALO GAP,2025-06-06,O,Y,7.69,7.04,13.77,16.77,112,0.89,177.32,214.36,24.76,31.26,2.53,22.49
419401,BUFFALO GAP,2025-06-06,O,Z,7.69,7.04,13.77,16.77,112,0.89,177.32,214.36,23.84,72.78,9.37,60.55
420403,BEUS CANYON,2025-06-06,O,V,4.40,4.96,9.10,9.84,164,0.55,110.80,109.83,24.31,5.25,21.30,25.38
420403,BEUS CANYON,2025-06-06,O,W,4.40,4.96,9.10,9.84,164,0.55,110.80,109.83,21.44,8.65,9.51,21.54
420403,BEUS CANYON,2025-06-06,O,X,4.40,4.96,9.10,9.84,164,0.55,110.80,109.83,29.38,76.05,29.94,102.34
420403,BEUS CANYON,2025-06-06,O,Y,4.40,4.96,9.10,9.84,164,0.55,110.80,109.83,39.31,57.31,2.43,28.74
420403,BEUS CANYON,2025-06-06,O,Z,4.40,4.96,9.10,9.84,164,0.55,110.80,109.83,34.49,112.36,7.54,65.12
420703,BEAR RIVER,2025-06-06,O,V,6.19,7.48,11.45,12.72,215,0.00,60.00,30.00,25.23,5.98,64.12,40.35
420703,BEAR RIVER,2025-06-06,O,W,6.19,7.48,11.45,12.72,215,0.00,60.00,30.00,21.17,8.48,25.51,31.80
420703,BEAR RIVER,2025-06-06,O,X,6.19,7.48,11.45,12.72,215,0.00,60.00,30.00,27.91,80.17,74.33,155.47
420703,BEAR RIVER,2025-06-06,O,Y,6.19,7.48,11.45,12.72,215,0.00,60.00,30.00,27.58,44.06,2.80,26.96
420703,BEAR RIVER,2025-06-06,O,Z,6.19,7.48,11.45,12.72,215,0.00,60.00,30.00,25.18,89.00,10.78,67.90
420911,ARAGONITE,2025-06-06,O,V,3.83,4.81,7.31,8.12,443,0.43,85.38,69.89,63.81,6.67,100.31,60.03
420911,ARAGONITE,2025-06-06,O,W,3.83,4.81,7.31,8.12,443,0.43,85.38,69.89,47.97,10.23,32.54,43.29
420911,ARAGONITE,2025-06-06,O,X,3.83,4.81,7.31,8.12,443,0.43,85.38,69.89,63.53,84.86,95.77,188.87
420911,ARAGONITE,2025-06-06,O,Y,3.83,4.81,7.31,8.12,443,0.43,85.38,69.89,66.21,65.30,5.02,43.10
420911,ARAGONITE,2025-06-06,O,Z,3.83,4.81,7.31,8.12,443,0.43,85.38,69.89,66.21,123.11,21.26,111.68
421307,BLACKTAIL,2025-06-06,O,V,5.76,7.19,9.80,9.48,83,0.86,161.17,83.40,17.88,0.97,16.25,10.69
421307,BLACKTAIL,2025-06-06,O,W,5.76,7.19,9.80,9.48,83,0.86,161.17,83.40,12.88,2.80,5.87,9.95
421307,BLACKTAIL,2025-06-06,O,X,5.76,7.19,9.80,9.48,83,0.86,161.17,83.40,27.10,41.13,38.84,86.40
421307,BLACKTAIL,2025-06-06,O,Y,5.76,7.19,9.80,9.48,83,0.86,161.17,83.40,40.42,52.45,4.23,35.82
421307,BLACKTAIL,2025-06-06,O,Z,5.76,7.19,9.80,9.48,83,0.86,161.17,83.40,42.10,96.70,18.33,91.66
421702,BRUIN POINT,2025-06-06,O,V,10.64,15.11,15.66,13.47,75,0.70,117.05,119.65,4.76,1.16,8.41,8.58
421702,BRUIN POINT,2025-06-06,O,W,10.64,15.11,15.66,13.47,75,0.70,117.05,119.65,3.68,0.97,2.96,4.82
421702,BRUIN POINT,2025-06-06,O,X,10.64,15.11,15.66,13.47,75,0.70,117.05,119.65,7.73,30.00,21.34,58.82
421702,BRUIN POINT,2025-06-06,O,Y,10.64,15.11,15.66,13.47,75,0.70,117.05,119.65,13.01,31.88,2.94,24.19
421702,BRUIN POINT,2025-06-06,O,Z,10.64,15.11,15.66,13.47,75,0.70,117.05,119.65,9.78,55.35,6.68,44.61
421805,BLACK CEDAR,2025-06-06,O,V,6.05,6.23,11.21,11.26,126,0.00,60.00,30.00,24.87,6.12,47.06,36.75
421805,BLACK CEDAR,2025-06-06,O,W,6.05,6.23,11.21,11.26,126,0.00,60.00,30.00,21.85,9.19,19.71,31.07
421805,BLACK CEDAR,2025-06-06,O,X,6.05,6.23,11.21,11.26,126,0.00,60.00,30.00,29.07,83.27,57.64,144.31
421805,BLACK CEDAR,2025-06-06,O,Y,6.05,6.23,11.21,11.26,126,0.00,60.00,30.00,30.07,48.67,2.45,26.93
421805,BLACK CEDAR,2025-06-06,O,Z,6.05,6.23,11.21,11.26,126,0.00,60.00,30.00,27.18,96.19,8.61,65.31
422102,BRYSON CANYON,2025-06-06,O,V,10.02,11.40,14.95,13.71,152,0.75,128.94,138.34,7.73,0.85,13.78,9.34
422102,BRYSON CANYON,2025-06-06,O,W,10.02,11.40,14.95,13.71,152,0.75,128.94,138.34,8.90,1.55,10.50,10.86
422102,BRYSON CANYON,2025-06-06,O,X,10.02,11.40,14.95,13.71,152,0.75,128.94,138.34,17.36,31.45,67.01,101.73
422102,BRYSON CANYON,2025-06-06,O,Y,10.02,11.40,14.95,13.71,152,0.75,128.94,138.34,21.63,30.29,5.94,32.81
422102,BRYSON CANYON,2025-06-06,O,Z,10.02,11.40,14.95,13.71,152,0.75,128.94,138.34,21.63,58.33,22.87,82.43
422203,BRIMSTONE RESERVOIR,2025-06-06,O,V,9.67,14.95,12.94,10.38,384,0.45,90.54,77.98,15.39,2.37,50.20,27.13
422203,BRIMSTONE RESERVOIR,2025-06-06,O,W,9.67,14.95,12.94,10.38,384,0.45,90.54,77.98,9.06,1.51,10.00,10.49
422203,BRIMSTONE RESERVOIR,2025-06-06,O,X,9.67,14.95,12.94,10.38,384,0.45,90.54,77.98,17.01,45.18,59.03,113.38
422203,BRIMSTONE RESERVOIR,2025-06-06,O,Y,9.67,14.95,12.94,10.38,384,0.45,90.54,77.98,16.79,39.81,3.33,26.22
422203,BRIMSTONE RESERVOIR,2025-06-06,O,Z,9.67,14.95,12.94,10.38,384,0.45,90.54,77.98,17.21,63.63,15.59,61.39
422604,ASSAY,2025-06-06,O,V,12.70,15.99,18.57,17.12,0,0.17,60.00,30.00,4.85,1.19,20.00,12.91
422604,ASSAY,2025-06-06,O,W,12.70,15.99,18.57,17.12,0,0.17,60.00,30.00,3.05,0.29,4.54,2.99
422604,ASSAY,2025-06-06,O,X,12.70,15.99,18.57,17.12,0,0.17,60.00,30.00,7.19,43.43,42.28,95.50
422604,ASSAY,2025-06-06,O,Y,12.70,15.99,18.57,17.12,0,0.17,60.00,30.00,6.61,20.52,1.72,15.44
422604,ASSAY,2025-06-06,O,Z,12.70,15.99,18.57,17.12,0,0.17,60.00,30.00,6.18,38.35,5.70,35.48
422606,BUCK FLAT,2025-06-06,O,V,9.68,11.61,16.34,15.69,40,0.11,60.00,30.00,8.33,3.02,15.34,17.58
422606,BUCK FLAT,2025-06-06,O,W,9.68,11.61,16.34,15.69,40,0.11,60.00,30.00,7.98,4.36,8.07,15.48
422606,BUCK FLAT,2025-06-06,O,X,9.68,11.61,16.34,15.69,40,0.11,60.00,30.00,10.93,61.28,29.39,88.53
422606,BUCK FLAT,2025-06-06,O,Y,9.68,11.61,16.34,15.69,40,0.11,60.00,30.00,12.00,28.07,1.47,16.66
422606,BUCK FLAT,2025-06-06,O,Z,9.68,11.61,16.34,15.69,40,0.11,60.00,30.00,9.93,55.64,4.11,35.46
422609,BRYCE CANYON,2025-06-06,O,V,10.98,14.91,21.43,18.41,146,0.02,60.00,30.00,8.52,2.18,33.72,20.71
422609,BRYCE CANYON,2025-06-06,O,W,10.98,14.91,21.43,18.41,146,0.02,60.00,30.00,7.59,2.40,13.75,14.81
422609,BRYCE CANYON,2025-06-06,O,X,10.98,14.91,21.43,18.41,146,0.02,60.00,30.00,10.67,53.74,51.16,112.58
422609,BRYCE CANYON,2025-06-06,O,Y,10.98,14.91,21.43,18.41,146,0.02,60.00,30.00,9.94,17.00,1.99,15.16
422609,BRYCE CANYON,2025-06-06,O,Z,10.98,14.91,21.43,18.41,146,0.02,60.00,30.00,9.29,36.33,6.99,38.44
422711,BIG INDIAN VALLEY,2025-06-06,O,V,9.42,11.75,16.21,12.67,505,0.36,71.99,48.84,14.34,2.81,79.54,29.39
422711,BIG INDIAN VALLEY,2025-06-06,O,W,9.42,11.75,16.21,12.67,505,0.36,71.99,48.84,11.84,3.82,23.35,19.85
422711,BIG INDIAN VALLEY,2025-06-06,O,X,9.42,11.75,16.21,12.67,505,0.36,71.99,48.84,15.81,57.03,93.90,147.96
422711,BIG INDIAN VALLEY,2025-06-06,O,Y,9.42,11.75,16.21,12.67,505,0.36,71.99,48.84,15.39,30.42,3.29,24.74
422711,BIG INDIAN VALLEY,2025-06-06,O,Z,9.42,11.75,16.21,12.67,505,0.36,71.99,48.84,14.81,56.34,14.26,64.30
422806,BADGER SPRING,2025-06-06,O,V,4.60,4.45,9.81,9.95,190,0.55,73.72,51.56,46.51,6.56,110.75,53.00
422806,BADGER SPRING,2025-06-06,O,W,4.60,4.45,9.81,9.95,190,0.55,73.72,51.56,38.40,11.14,40.62,45.52
422806,BADGER SPRING,2025-06-06,O,X,4.60,4.45,9.81,9.95,190,0.55,73.72,51.56,50.27,89.72,114.35,199.84
422806,BADGER SPRING,2025-06-06,O,Y,4.60,4.45,9.81,9.95,190,0.55,73.72,51.56,55.20,57.38,5.04,40.32
422806,BADGER SPRING,2025-06-06,O,Z,4.60,4.45,9.81,9.95,190,0.55,73.72,51.56,52.46,116.43,20.57,105.28
422903,AGUA CANYON,2025-06-06,O,V,10.70,9.75,16.60,17.10,1,0.14,60.00,30.00,7.24,2.35,27.93,17.12
422903,AGUA CANYON,2025-06-06,O,W,10.70,9.75,16.60,17.10,1,0.14,60.00,30.00,6.86,4.03,12.37,16.19
422903,AGUA CANYON,2025-06-06,O,X,10.70,9.75,16.60,17.10,1,0.14,60.00,30.00,9.48,60.21,50.52,115.04
422903,AGUA CANYON,2025-06-06,O,Y,10.70,9.75,16.60,17.10,1,0.14,60.00,30.00,9.70,25.74,1.93,17.99
